text,1,2,3,4,5,mask,Classified
"επι την Αιγυπτον και επι τον Ιουδαν και επι τον Εδωμ και επι τους υιους Αμμων και επι τον Μωαβ και επι παντας τους περικειροντας την κομην , τους κατοικουντας εν τη ερημω διοτι παντα τα εθνη ειναι απεριτμητα και πας ο οικος Ισραηλ απεριτμητος την καρδιαν .",-0.4354867935180664,1.3628933429718018,9.882407188415527,-14.014163970947266,-30.12200927734375,1,Καθαρεύουσα
"και οι οικοι της Ιερουσαλημ και οι οικοι των βασιλεων του Ιουδα θελουσι μιανθη , καθως ο τοπος της Τοφεθ μετα πασων των οικιων , επι των δωματων των οποιων εθυμιασαν προς απασαν την στρατιαν του ουρανου και εκαμαν σπονδας εις αλλους θεους .",-0.2137994766235351,2.1534979343414307,9.867331504821776,-13.110393524169922,-28.6932373046875,1,Καθαρεύουσα
"τον Φαραω βασιλεα της Αιγυπτου και τους δουλους αυτου και τους μεγιστανας αυτου και απαντα τον λαον αυτου ,",-0.0794334411621093,0.5000109672546387,5.345934867858887,-14.916866302490234,-46.252197265625,1,Καθαρεύουσα
"Θελουσιν ερωτησει περι της οδου της Σιων με τα προσωπα αυτων προς εκει , λεγοντες , Ελθετε και ας ενωθωμεν μετα του Κυριου εν διαθηκη αιωνιω , ητις δεν θελει λησμονηθη .",0.1607418060302734,0.4549622535705566,8.683619499206543,-15.139720916748049,-42.60638427734375,1,Καθαρεύουσα
"Εν ταις ημεραις εκειναις και εν τω καιρω εκεινω , λεγει Κυριος , η ανομια του Ισραηλ θελει ζητηθη και δεν θελει υπαρχει , και αι αμαρτιαι του Ιουδα και δεν θελουσιν ευρεθη διοτι θελω συγχωρησει οσους αφησω υπολοιπον .",0.1158838272094726,0.7834539413452148,8.395463943481445,-15.559959411621094,-44.4241943359375,1,Καθαρεύουσα
Και ελαβεν ο αρχισωματοφυλαξ Σεραιαν τον πρωτον ιερεα και Σοφονιαν τον δευτερον ιερεα και τους τρεις θυρωρους,0.3506383895874023,2.3310391902923584,5.8070831298828125,-15.003887176513672,-33.17706298828125,1,Καθαρεύουσα
"Ελεος του Κυριου ειναι , οτι δεν συνετελεσθημεν , επειδη δεν εξελιπον οι οικτιρμοι αυτου .",0.1975059509277343,1.3354549407958984,6.8310136795043945,-16.166259765625,-23.297607421875,1,Καθαρεύουσα
"Και οι τετραυματισμενοι θελουσι πεσει εν μεσω υμων , και θελετε γνωρισει οτι εγω ειμαι ο Κυριος .",-0.2937822341918945,2.0688719749450684,8.371236801147461,-14.307575225830078,-30.06414794921875,1,Καθαρεύουσα
"Και απεστρεψα την χειρα μου και εκαμον τουτο ενεκεν του ονοματος μου , δια να μη βεβηλωθη ενωπιον των εθνων , εμπροσθεν των οποιων εξηγαγον αυτους .",0.1259746551513672,0.9413456916809082,8.993171691894531,-14.35622787475586,-39.92852783203125,1,Καθαρεύουσα
"Τωρα συνετριβης εν ταις θαλασσαις , εν τω βαθει των υδατων το εμποριον σου και παν το αθροισμα σου επεσον εν μεσω σου .",-0.4387760162353515,3.307375907897949,9.01715087890625,-14.944862365722656,-19.20281982421875,1,Καθαρεύουσα
"Σεις ομως λεγετε , Η οδος του Κυριου δεν ειναι ευθεια οικος Ισραηλ , θελω σας κρινει εκαστον κατα τας οδους αυτου .",0.3266468048095703,1.6358284950256348,6.626725196838379,-17.319759368896484,-32.40509033203125,1,Καθαρεύουσα
"Και ιδου , συ εισαι προς αυτους ως ερωτικον ασμα ανθρωπου ηδυφωνου και παιζοντος οργανα καλως , διοτι ακουουσι τους λογους σου αλλα δεν καμνουσιν αυτους .",-0.0791816711425781,2.4268951416015625,9.478571891784668,-13.632732391357422,-39.182373046875,1,Καθαρεύουσα
Τοτε ο βασιλευς Ναβουχοδονοσορ επεσεν επι προσωπον και προσεκυνησε τον Δανιηλ και προσεταξε να προσφερωσιν εις αυτον προσφοραν και θυμιαματα .,0.0337677001953125,1.9203462600708008,9.147745132446287,-13.442760467529297,-35.0399169921875,1,Καθαρεύουσα
"Και αφου παταξη το πληθος , η καρδια αυτου θελει υψωθη και θελει καταβαλει μυριαδας , πλην δεν θελει κραταιωθη .",-0.0884943008422851,2.9270787239074707,8.87855339050293,-13.891624450683594,-35.161376953125,1,Καθαρεύουσα
"Δια τουτο θελω θρηνησει και ολολυξει , θελω υπαγει εκδεδυμενος και γυμνος , θελω καμει θρηνον ως θωων και πενθος ως στρουθοκαμηλων .",-0.2637481689453125,4.933112621307373,10.849126815795898,-13.507774353027344,-31.184814453125,1,Δημοτική
"Οι οφθαλμοι σου ειναι καθαρωτεροι παρα ωστε να βλεπης τα πονηρα , και δεν δυνασαι να επιβλεπης εις την ανομιαν δια τι επιβλεπεις εις τους παρανομους και σιωπας , οταν ο ασεβης καταπινη τον δικαιοτερον εαυτου ,",0.0319986343383789,2.519407033920288,8.673063278198242,-16.286792755126953,-34.6085205078125,1,Καθαρεύουσα
"Ω , ω φευγετε απο της γης του βορρα , λεγει Κυριος διοτι σας διεσκορπισα προς τους τεσσαρας ανεμους του ουρανου , λεγει Κυριος .",-0.1456098556518554,1.654771089553833,10.638833999633787,-15.249862670898438,-52.168212890625,1,Καθαρεύουσα
Ο δε Ιησους ητο ενδεδυμενος ιματια ρυπαρα και ιστατο ενωπιον του αγγελου .,0.0955142974853515,0.4983839988708496,6.815264701843262,-14.571353912353516,-34.2548828125,0,---
"δεν ειναι ουτοι οι λογοι , τους οποιους ο Κυριος ελαλησε δια των προτερων προφητων , οτε η Ιερουσαλημ ητο κατωκημενη και εν ευημερια και αι πολεις αυτης κυκλω εν αυτη , οτε κατωκειτο το μεσημβρινον και η πεδινη ;",-0.0254278182983398,0.8017735481262207,8.689581871032715,-13.969215393066406,-37.14666748046875,1,Καθαρεύουσα
"Ηκουσατε οτι ερρεθη , θελεις αγαπα τον πλησιον σου και μισει τον εχθρον σου .",-0.3124866485595703,3.408698797225952,10.433233261108398,-13.986698150634766,-29.22027587890625,1,Καθαρεύουσα
"Και λεγει προς αυτους Δια τι εισθε δειλοι , ολιγοπιστοι ; Τοτε σηκωθεις επετιμησε τους ανεμους και την θαλασσαν , και εγεινε γαληνη μεγαλη .",-0.0829763412475586,2.7139079570770264,10.387907028198242,-14.17828369140625,-32.14263916015625,1,Καθαρεύουσα
"Επειδη σεις δεν εισθε οι λαλουντες , αλλα το Πνευμα του Πατρος σας , το οποιον λαλει εν υμιν .",-0.4098711013793945,0.7709879875183105,8.111128807067871,-17.822227478027344,-40.05279541015625,1,Καθαρεύουσα
Σεις λοιπον ακουσατε την παραβολην του σπειροντος .,0.1692028045654297,0.8242392539978027,3.661997795104981,-16.786548614501953,-24.6346435546875,0,---
"Εν εκεινη τη ωρα ηλθον οι μαθηται προς τον Ιησουν , λεγοντες Τις αρα ειναι μεγαλητερος εν τη βασιλεια των ουρανων ;",0.2896976470947265,1.2749202251434326,6.789327621459961,-16.048053741455078,-22.1053466796875,1,Καθαρεύουσα
Υστερον δε παντων απεθανε και η γυνη .,-21.065832138061523,-7.091564655303955,1.6690330505371094,-18.12966537475586,-105.08612060546876,0,---
"Και εαν τις σας ειπη τι , θελετε ειπει οτι ο Κυριος εχει χρειαν αυτων και ευθυς θελει αποστειλει αυτα .",0.162506103515625,1.0196576118469238,8.098982810974121,-14.57938003540039,-38.0087890625,1,Καθαρεύουσα
"Αλλους εσωσεν , εαυτον δεν δυναται να σωση αν ηναι βασιλευς του Ισραηλ , ας καταβη τωρα απο του σταυρου και θελομεν πιστευσει εις αυτον",0.172882080078125,2.13458514213562,8.04216480255127,-16.58588409423828,-38.68499755859375,1,Καθαρεύουσα
"Οι δε γραμματεις και Φαρισαιοι , ιδοντες αυτον τρωγοντα μετα των τελωνων και αμαρτωλων , ελεγον προς τους μαθητας αυτου Δια τι μετα των τελωνων και αμαρτωλων τρωγει και πινει ;",-0.0623712539672851,-0.2963113784790039,8.123785018920898,-13.928955078125,-49.33941650390625,1,Καθαρεύουσα
"Και περιβλεψας αυτους μετ οργης , λυπουμενος δια την πωρωσιν της καρδιας αυτων , λεγει προς τον ανθρωπον Εκτεινον την χειρα σου .",-0.0746164321899414,2.06585693359375,10.185572624206545,-14.765975952148438,-29.3681640625,1,Καθαρεύουσα
"οφθαλμους εχοντες δεν βλεπετε , και ωτα εχοντες δεν ακουετε ; και δεν ενθυμεισθε ;",-0.3086309432983398,2.944417715072632,6.89598560333252,-14.2515869140625,-11.91033935546875,1,Καθαρεύουσα
Αλλ ο Ιησους ειπεν Αφησατε αυτην δια τι ενοχλειτε αυτην ; καλον εργον επραξεν εις εμε .,0.2146739959716797,1.1143155097961426,8.401461601257324,-16.921993255615234,-53.849365234375,1,Καθαρεύουσα
"και προς ουδεμιαν αυτων επεμφθη ο Ηλιας , ειμη εις Σαρεπτα της Σιδωνος προς γυναικα χηραν .",-0.2981081008911133,3.2528371810913086,10.28125286102295,-13.439464569091797,-18.86865234375,1,Καθαρεύουσα
"Και αφησας απαντα , εσηκωθη και ηκολουθησεν αυτον .",-0.4344186782836914,3.0771305561065674,7.906600952148437,-14.43648910522461,-26.99761962890625,0,---
"Αφου δε ανεχωρησαν οι απεσταλμενοι του Ιωαννου , ηρχισε να λεγη προς τους οχλους περι του Ιωαννου Τι εξηλθετε εις την ερημον να ιδητε ; καλαμον υπο ανεμου σαλευομενον ;",-0.0252113342285156,1.277463436126709,8.904500961303711,-14.56942367553711,-36.6817626953125,1,Καθαρεύουσα
"Υπηρξεν ανθρωπος απεσταλμενος παρα Θεου , ονομαζομενος Ιωαννης",0.5772104263305664,0.3129658699035644,6.1738786697387695,-16.921913146972656,-47.28521728515625,0,---
"Εγω λαλω ο , τι ειδον πλησιον του Πατρος μου και σεις ομοιως καμνετε ο , τι ειδετε πλησιον του πατρος σας .",-0.033299446105957,2.106766939163208,8.35791301727295,-15.75631332397461,-35.764404296875,1,Καθαρεύουσα
"Και αφου ειπε ταυτα , βλεποντων αυτων ανεληφθη , και νεφελη υπελαβεν αυτον απο των οφθαλμων αυτων .",-0.2103805541992187,-0.3128433227539062,7.737960815429687,-14.08884048461914,-47.01641845703125,1,Καθαρεύουσα
"Ητο δε τις μαθητης εν Δαμασκω Ανανιας ονομαζομενος , και ειπε προς αυτον ο Κυριος δι οραματος Ανανια Ο δε ειπεν Ιδου εγω , Κυριε .",0.0239801406860351,0.1071548461914062,8.504528999328613,-16.541419982910156,-39.58306884765625,1,Καθαρεύουσα
"ουτος ξενιζεται παρα τινι Σιμωνι βυρσοδεψη , εχοντι οικιαν πλησιον της θαλασσης .",-0.4241199493408203,2.430713176727295,9.146444320678713,-12.98898696899414,-21.8642578125,0,---
"Ακουσας δε ταυτα ο Φηλιξ ανεβαλε την κρισιν αυτων , επειδη ηξευρεν ακριβεστερα τα περι της οδου ταυτης , και ειπεν Οταν Λυσιας ο χιλιαρχος καταβη , θελω αποφασισει περι της διαφορας σας ,",0.0109272003173828,0.6163806915283203,9.531155586242676,-13.550296783447266,-34.4417724609375,1,Καθαρεύουσα
"Ο Φηστος λοιπον , αφου ηλθεν εις την επαρχιαν , μετα τρεις ημερας ανεβη εις Ιεροσολυμα απο της Καισαρειας .",-0.0316171646118164,0.0089888572692871,7.956348419189453,-15.170398712158203,-38.9140625,1,Καθαρεύουσα
"Οτε δε ηλθεν η δεκατη τεταρτη νυξ , ενω παρεφερομεθα εν τη Αδριατικη θαλασση , περι το μεσον της νυκτος εσυμπεραινον οι ναυται οτι πλησιαζουσιν εις τοπον τινα .",-0.3462514877319336,3.12324857711792,11.621532440185549,-12.584667205810549,-22.09906005859375,1,Καθαρεύουσα
"Διοτι εαν τα εθνη εγειναν συγκοινωνοι αυτων εις τα πνευματικα , χρεωστουσι να υπηρετησωσιν αυτους και εις τα σωματικα .",0.2577953338623047,0.0143017768859863,7.835780143737793,-14.79424285888672,-49.32318115234375,1,Καθαρεύουσα
"διοτι καθως περισσευουσι τα παθηματα του Χριστου εις ημας , ουτω δια του Χριστου περισσευει και η παρηγορια ημων .",-0.1036901473999023,2.717904090881348,8.554311752319336,-16.046493530273438,-34.74884033203125,1,Καθαρεύουσα
"Αρχιζομεν παλιν να συνιστωμεν εαυτους ; η μηπως εχομεν χρειαν , καθως τινες , συστατικων επιστολων προς εσας η συστατικων απο σας ;",-0.1054973602294921,1.3094301223754885,10.323208808898926,-11.736831665039062,-47.2447509765625,1,Καθαρεύουσα
"Διοτι δεν υπερεκτεινομεν εαυτους ως μη φθασαντες εις εσας. επειδη εως και εις εσας εφθασαμεν δια του ευαγγελιου του Χριστου ,",0.1778907775878906,-0.5741758346557617,7.742528915405273,-14.622020721435549,-67.44140625,1,Καθαρεύουσα
"ο δε μεσιτης δεν ειναι ενος , ο Θεος ομως ειναι εις .",0.3910408020019531,-0.3583102226257324,5.979313850402832,-17.296031951904297,-40.9852294921875,0,---
"Εν αυτω , εις τον οποιον και ελαβομεν κληρονομιαν , προορισθεντες κατα την προθεσιν του ενεργουντος τα παντα κατα την βουλην του θεληματος αυτου ,",0.3170957565307617,-0.1392598152160644,7.871617317199707,-14.56387710571289,-45.3179931640625,1,Καθαρεύουσα
μητε διδετε τοπον εις τον διαβολον .,0.1069850921630859,2.2389562129974365,6.007506370544434,-18.859649658203125,-31.60662841796875,0,---
Ουτω χρεωστουσιν οι ανδρες να αγαπωσι τας εαυτων γυναικας ως τα εαυτων σωματα .,0.0281105041503906,2.602845907211304,9.374618530273438,-13.084495544433594,-33.61083984375,0,---
"Εστοχασθην ομως αναγκαιον να πεμψω προς εσας τον Επαφροδιτον τον αδελφον και συνεργον και συστρατιωτην μου , απεσταλμενον δε απο σας και υπηρετησαντα εις την χρειαν μου ,",-0.0424785614013671,1.9901766777038568,10.95235824584961,-14.398784637451172,-40.37255859375,1,Καθαρεύουσα
"οπου δεν ειναι Ελλην και Ιουδαιος , περιτομη και ακροβυστια , βαρβαρος , Σκυθης , δουλος , ελευθερος , αλλα τα παντα και εν πασιν ειναι ο Χριστος .",0.1340923309326172,0.9250164031982422,6.6342363357543945,-15.857711791992188,-43.7548828125,1,Καθαρεύουσα
"Διοτι οι κοιμωμενοι την νυκτα κοιμωνται , και οι μεθυοντες την νυκτα μεθυουσιν .",0.0365982055664062,1.434006690979004,7.286556243896484,-13.674030303955078,-30.277587890625,0,---
Η χαρις του Κυριου ημων Ιησου Χριστου ειη μεθ υμων αμην .,0.2654504776000976,0.340609073638916,3.431790351867676,-22.65216064453125,-29.84393310546875,0,---
"Το δε Πνευμα ρητως λεγει οτι εν υστεροις καιροις θελουσιν αποστατησει τινες απο της πιστεως , προσεχοντες εις πνευματα πλανης και εις διδασκαλιας δαιμονιων ,",0.0904903411865234,0.4378161430358886,9.859407424926758,-13.356430053710938,-57.02490234375,1,Καθαρεύουσα
"Διοτι εαν ο Ιησους σου Ναυη ειχε δωσει εις αυτους καταπαυσιν , δεν ηθελε μετα ταυτα λαλει περι αλλης ημερας .",0.074986457824707,0.9681720733642578,7.648118019104004,-15.091949462890623,-42.1090087890625,1,Καθαρεύουσα
"οστις δεν εχει καθ ημεραν αναγκην , ως οι αρχιερεις να προσφερη προτερον θυσιας υπερ των ιδιων αυτου αμαρτιων , επειτα υπερ των του λαου διοτι απαξ εκαμε τουτο , οτε προσεφερεν εαυτον .",0.3501358032226562,0.6905255317687988,8.443903923034668,-15.868637084960938,-45.66033935546875,1,Καθαρεύουσα
"Και δια τουτο ειναι μεσιτης διαθηκης καινης , ινα δια του θανατου , οστις εγεινε προς απολυτρωσιν των επι της πρωτης διαθηκης παραβασεων , λαβωσιν οι κεκλημενοι την επαγγελιαν της αιωνιου κληρονομιας .",0.2241535186767578,-0.1127924919128418,6.410062789916992,-16.27446746826172,-53.97332763671875,1,Καθαρεύουσα
"αλλα προσηλθετε εις ορος Σιων και εις πολιν Θεου ζωντος , την επουρανιον Ιερουσαλημ , και εις μυριαδας αγγελων ,",-0.365182876586914,3.4944889545440674,9.661108016967772,-13.080928802490234,-34.88934326171875,1,Καθαρεύουσα
"εις πανηγυριν και εκκλησιαν πρωτοτοκων καταγεγραμμενων εν τοις ουρανοις , και εις Θεον κριτην παντων , και εις πνευματα δικαιων οιτινες ελαβον την τελειοτητα ,",0.1384553909301757,0.2611632347106933,7.26469612121582,-12.729053497314451,-38.964599609375,1,Καθαρεύουσα
"Διοτι ουτω ποτε και αι αγιαι γυναικες αι ελπιζουσαι επι τον Θεον εστολιζον εαυτας , υποτασσομεναι εις τους ανδρας αυτων ,",-0.1338729858398437,3.5639896392822266,10.069998741149902,-12.602787017822266,-42.71624755859375,1,Καθαρεύουσα
"Ειναι τολμηται , αυθαδεις , δεν τρεμουσι βλασφημουντες τα αξιωματα ,",-0.2337846755981445,5.405798435211182,3.828075408935547,-12.982242584228516,-20.622314453125,0,---
"Θελω δε να σας υπενθυμισω , αν και σεις εγνωρισατε ηδη τουτο , οτι ο Κυριος , αφου εσωσε τον λαον εκ γης Αιγυπτου , απωλεσεν υστερον τους μη πιστευσαντας .",0.0140752792358398,0.5398893356323242,10.597187042236328,-14.76950454711914,-73.69976806640625,1,Καθαρεύουσα
"Και η φωνη , την οποιαν ηκουσα εκ του ουρανου , παλιν ελαλει μετ εμου και ελεγεν Υπαγε , λαβε το βιβλιαριον το ανεωγμενον εν τη χειρι του αγγελου του ισταμενου επι της θαλασσης και επι της γης .",-0.2031707763671875,2.4419870376586914,10.472251892089844,-14.93474578857422,-31.86468505859375,1,Καθαρεύουσα
