Kathgoria,Ypokathgoria,title,link
ΠΕΝΤΗΚΟΣΤΑΡΙΟΝ,ΟΡΘΡΟΣ,Μικρή Παράκληση μετά Ιερέως,https://glt.goarch.org/texts/Oro/paraklesis_priest.html
ΠΕΝΤΗΚΟΣΤΑΡΙΟΝ,ΟΡΘΡΟΣ,Μεγάλη Παράκληση μετά Ιερέως,https://glt.goarch.org/texts/Oro/paraklesis_Greatp.html
ΠΕΝΤΗΚΟΣΤΑΡΙΟΝ,ΛΕΙΤΟΥΡΓΙΕΣ,ΑΚΟΛΟΥΘΙΑ ΤΗΣ ΘΕΙΑΣ ΜΕΤΑΛΗΨΕΩΣ,https://glt.goarch.org/texts/Oro/Communion.html
ΠΕΝΤΗΚΟΣΤΑΡΙΟΝ,ΛΕΙΤΟΥΡΓΙΕΣ,Χρυσοστόμου Καθ' ημέραν,https://glt.goarch.org/texts/Oro/Daily_Liturgy.html
ΠΕΝΤΗΚΟΣΤΑΡΙΟΝ,ΛΕΙΤΟΥΡΓΙΕΣ,Χρυσοστόμου Κυριακή,https://glt.goarch.org/texts/Oro/Sun_Liturgy.html
ΠΕΝΤΗΚΟΣΤΑΡΙΟΝ,ΛΕΙΤΟΥΡΓΙΕΣ,Χρυσοστόμου Κυριακή μετά Διακόνου,https://glt.goarch.org/texts/Oro/Lit_with_Deacon.html
ΠΕΝΤΗΚΟΣΤΑΡΙΟΝ,ΛΕΙΤΟΥΡΓΙΕΣ,Βασιλείου,https://glt.goarch.org/texts/Oro/Basil_Liturgy.html
ΠΕΝΤΗΚΟΣΤΑΡΙΟΝ,ΛΕΙΤΟΥΡΓΙΕΣ,Προηγιασμένη,https://glt.goarch.org/texts/Oro/Pro.html
ΠΕΝΤΗΚΟΣΤΑΡΙΟΝ,ΛΕΙΤΟΥΡΓΙΕΣ,Ιακώβου,https://glt.goarch.org/texts/Oro/StJames.html
ΠΕΝΤΗΚΟΣΤΑΡΙΟΝ,ΛΕΙΤΟΥΡΓΙΕΣ,ΕΥΧΑΡΙΣΤΙΑ ΜΕΤΑ ΤΗΝ ΘΕΙΑΝ ΜΕΤΑΛΗΨΙΝ,https://glt.goarch.org/texts/Oro/Thanks.html
ΠΕΝΤΗΚΟΣΤΑΡΙΟΝ,ΤΑ ΛΟΙΠΑ,Ακάθιστος Ύμνος 1-4,https://glt.goarch.org/texts/Oro/Akathist1to4.html
ΠΕΝΤΗΚΟΣΤΑΡΙΟΝ,ΤΑ ΛΟΙΠΑ,Ακάθιστος Ύμνος 5,https://glt.goarch.org/texts/Oro/Akathist5.html
ΠΕΝΤΗΚΟΣΤΑΡΙΟΝ,ΤΑ ΛΟΙΠΑ,Στάσεις,https://glt.goarch.org/texts/Oro/Staseis.html
ΠΕΝΤΗΚΟΣΤΑΡΙΟΝ,ΤΑ ΛΟΙΠΑ,Μικρή Παράκληση,https://glt.goarch.org/texts/Oro/paraklesis.html
ΠΕΝΤΗΚΟΣΤΑΡΙΟΝ,ΤΑ ΛΟΙΠΑ,Μεγάλη Παράκληση,https://glt.goarch.org/texts/Oro/paraklesis_Great.html
ΠΕΝΤΗΚΟΣΤΑΡΙΟΝ,ΤΑ ΛΟΙΠΑ,Μικρή Παράκληση μετά Ιερέως,https://glt.goarch.org/texts/Oro/paraklesis_priest.html
ΠΕΝΤΗΚΟΣΤΑΡΙΟΝ,ΤΑ ΛΟΙΠΑ,Μεγάλη Παράκληση μετά Ιερέως,https://glt.goarch.org/texts/Oro/paraklesis_Greatp.html
ΠΕΝΤΗΚΟΣΤΑΡΙΟΝ,,ΣΤΙΧΗΡΑ ΚΑΙ ΚΑΘΙΣΜΑΤΑ,https://glt.goarch.org/texts/Tri/TriOkto.html
ΠΕΝΤΗΚΟΣΤΑΡΙΟΝ,,Ήχος α',https://glt.goarch.org/texts/Tri/Tone1.html
ΠΕΝΤΗΚΟΣΤΑΡΙΟΝ,,Ήχος β',https://glt.goarch.org/texts/Tri/Tone2.html
ΠΕΝΤΗΚΟΣΤΑΡΙΟΝ,,Ήχος γ',https://glt.goarch.org/texts/Tri/Tone3.html
ΠΕΝΤΗΚΟΣΤΑΡΙΟΝ,,Ήχος δ',https://glt.goarch.org/texts/Tri/Tone4.html
ΠΕΝΤΗΚΟΣΤΑΡΙΟΝ,,Ήχος πλ. α',https://glt.goarch.org/texts/Tri/Tone5.html
ΠΕΝΤΗΚΟΣΤΑΡΙΟΝ,,Ήχος πλ. β',https://glt.goarch.org/texts/Tri/Tone6.html
ΠΕΝΤΗΚΟΣΤΑΡΙΟΝ,,Ήχος βαρύς,https://glt.goarch.org/texts/Tri/Tone7.html
ΠΕΝΤΗΚΟΣΤΑΡΙΟΝ,,Ήχος πλ. δ',https://glt.goarch.org/texts/Tri/Tone8.html
ΠΕΝΤΗΚΟΣΤΑΡΙΟΝ,ΤΗΣ ΔΙΑΚΑΙΝΗΣΙΜΟΥ,ΕΝΑΡΚΤΗΡΙΟΣ ΑΚΟΛΟΥΘΙΑ ΤΟΥ ΠΑΣΧΑ,https://glt.goarch.org/texts/Pen/new.html
ΠΕΝΤΗΚΟΣΤΑΡΙΟΝ,ΤΗΣ ΔΙΑΚΑΙΝΗΣΙΜΟΥ,Δευτέρα,https://glt.goarch.org/texts/Pen/p01.html
ΠΕΝΤΗΚΟΣΤΑΡΙΟΝ,ΤΗΣ ΔΙΑΚΑΙΝΗΣΙΜΟΥ,Δευτέρα ΓΕΩ,https://glt.goarch.org/texts/Pen/p01Geo.html
ΠΕΝΤΗΚΟΣΤΑΡΙΟΝ,ΤΗΣ ΔΙΑΚΑΙΝΗΣΙΜΟΥ,Τρίτη,https://glt.goarch.org/texts/Pen/p02.html
ΠΕΝΤΗΚΟΣΤΑΡΙΟΝ,ΤΗΣ ΔΙΑΚΑΙΝΗΣΙΜΟΥ,Τετάρτη,https://glt.goarch.org/texts/Pen/p03.html
ΠΕΝΤΗΚΟΣΤΑΡΙΟΝ,ΤΗΣ ΔΙΑΚΑΙΝΗΣΙΜΟΥ,Πέμπτη,https://glt.goarch.org/texts/Pen/p04.html
ΠΕΝΤΗΚΟΣΤΑΡΙΟΝ,ΤΗΣ ΔΙΑΚΑΙΝΗΣΙΜΟΥ,Παρασκευή,https://glt.goarch.org/texts/Pen/p05.html
ΠΕΝΤΗΚΟΣΤΑΡΙΟΝ,ΤΗΣ ΔΙΑΚΑΙΝΗΣΙΜΟΥ,Σάββατον,https://glt.goarch.org/texts/Pen/p06.html
ΠΕΝΤΗΚΟΣΤΑΡΙΟΝ,ΤΟΥ ΘΩΜΑ,Κυριακή,https://glt.goarch.org/texts/Pen/p07.html
ΠΕΝΤΗΚΟΣΤΑΡΙΟΝ,ΤΟΥ ΘΩΜΑ,Δευτέρα,https://glt.goarch.org/texts/Pen/p08.html
ΠΕΝΤΗΚΟΣΤΑΡΙΟΝ,ΤΟΥ ΘΩΜΑ,Τρίτη,https://glt.goarch.org/texts/Pen/p09.html
ΠΕΝΤΗΚΟΣΤΑΡΙΟΝ,ΤΟΥ ΘΩΜΑ,Τετάρτη,https://glt.goarch.org/texts/Pen/p10.html
ΠΕΝΤΗΚΟΣΤΑΡΙΟΝ,ΤΟΥ ΘΩΜΑ,Πέμπτη,https://glt.goarch.org/texts/Pen/p11.html
ΠΕΝΤΗΚΟΣΤΑΡΙΟΝ,ΤΟΥ ΘΩΜΑ,Παρασκευή,https://glt.goarch.org/texts/Pen/p12.html
ΠΕΝΤΗΚΟΣΤΑΡΙΟΝ,ΤΟΥ ΘΩΜΑ,Σάββατον,https://glt.goarch.org/texts/Pen/p13.html
ΠΕΝΤΗΚΟΣΤΑΡΙΟΝ,ΤΩΝ ΜΥΡΟΦΟΡΩΝ,Κυριακή,https://glt.goarch.org/texts/Pen/p14.html
ΠΕΝΤΗΚΟΣΤΑΡΙΟΝ,ΤΩΝ ΜΥΡΟΦΟΡΩΝ,Δευτέρα,https://glt.goarch.org/texts/Pen/p15.html
ΠΕΝΤΗΚΟΣΤΑΡΙΟΝ,ΤΩΝ ΜΥΡΟΦΟΡΩΝ,Τρίτη,https://glt.goarch.org/texts/Pen/p16.html
ΠΕΝΤΗΚΟΣΤΑΡΙΟΝ,ΤΩΝ ΜΥΡΟΦΟΡΩΝ,Τετάρτη,https://glt.goarch.org/texts/Pen/p17.html
ΠΕΝΤΗΚΟΣΤΑΡΙΟΝ,ΤΩΝ ΜΥΡΟΦΟΡΩΝ,Πέμπτη,https://glt.goarch.org/texts/Pen/p18.html
ΠΕΝΤΗΚΟΣΤΑΡΙΟΝ,ΤΩΝ ΜΥΡΟΦΟΡΩΝ,Παρασκευή,https://glt.goarch.org/texts/Pen/p19.html
ΠΕΝΤΗΚΟΣΤΑΡΙΟΝ,ΤΩΝ ΜΥΡΟΦΟΡΩΝ,Σάββατον,https://glt.goarch.org/texts/Pen/p20.html
ΠΕΝΤΗΚΟΣΤΑΡΙΟΝ,ΤΟΥ ΠΑΡΑΛΥΤΟΥ,Κυριακή,https://glt.goarch.org/texts/Pen/p21.html
ΠΕΝΤΗΚΟΣΤΑΡΙΟΝ,ΤΟΥ ΠΑΡΑΛΥΤΟΥ,Δευτέρα,https://glt.goarch.org/texts/Pen/p22.html
ΠΕΝΤΗΚΟΣΤΑΡΙΟΝ,ΤΟΥ ΠΑΡΑΛΥΤΟΥ,Τρίτη,https://glt.goarch.org/texts/Pen/p23.html
ΠΕΝΤΗΚΟΣΤΑΡΙΟΝ,ΤΟΥ ΠΑΡΑΛΥΤΟΥ,Τετάρτη,https://glt.goarch.org/texts/Pen/p24.html
ΠΕΝΤΗΚΟΣΤΑΡΙΟΝ,ΤΟΥ ΠΑΡΑΛΥΤΟΥ,Πέμπτη,https://glt.goarch.org/texts/Pen/p25.html
ΠΕΝΤΗΚΟΣΤΑΡΙΟΝ,ΤΟΥ ΠΑΡΑΛΥΤΟΥ,Παρασκευή,https://glt.goarch.org/texts/Pen/p26.html
ΠΕΝΤΗΚΟΣΤΑΡΙΟΝ,ΤΟΥ ΠΑΡΑΛΥΤΟΥ,Σάββατον,https://glt.goarch.org/texts/Pen/p27.html
ΠΕΝΤΗΚΟΣΤΑΡΙΟΝ,ΤΗΣ ΣΑΜΑΡΕΙΤΙΔΟΣ,Κυριακή,https://glt.goarch.org/texts/Pen/p28.html
ΠΕΝΤΗΚΟΣΤΑΡΙΟΝ,ΤΗΣ ΣΑΜΑΡΕΙΤΙΔΟΣ,Δευτέρα,https://glt.goarch.org/texts/Pen/p29.html
ΠΕΝΤΗΚΟΣΤΑΡΙΟΝ,ΤΗΣ ΣΑΜΑΡΕΙΤΙΔΟΣ,Τρίτη,https://glt.goarch.org/texts/Pen/p30.html
ΠΕΝΤΗΚΟΣΤΑΡΙΟΝ,ΤΗΣ ΣΑΜΑΡΕΙΤΙΔΟΣ,Τετάρτη,https://glt.goarch.org/texts/Pen/p31.html
ΠΕΝΤΗΚΟΣΤΑΡΙΟΝ,ΤΗΣ ΣΑΜΑΡΕΙΤΙΔΟΣ,Πέμπτη,https://glt.goarch.org/texts/Pen/p32.html
ΠΕΝΤΗΚΟΣΤΑΡΙΟΝ,ΤΗΣ ΣΑΜΑΡΕΙΤΙΔΟΣ,Παρασκευή,https://glt.goarch.org/texts/Pen/p33.html
ΠΕΝΤΗΚΟΣΤΑΡΙΟΝ,ΤΗΣ ΣΑΜΑΡΕΙΤΙΔΟΣ,Σάββατον,https://glt.goarch.org/texts/Pen/p34.html
ΠΕΝΤΗΚΟΣΤΑΡΙΟΝ,ΤΟΥ ΤΥΦΛΟΥ,Κυριακή,https://glt.goarch.org/texts/Pen/p35.html
ΠΕΝΤΗΚΟΣΤΑΡΙΟΝ,ΤΟΥ ΤΥΦΛΟΥ,Δευτέρα,https://glt.goarch.org/texts/Pen/p36.html
ΠΕΝΤΗΚΟΣΤΑΡΙΟΝ,ΤΟΥ ΤΥΦΛΟΥ,Τρίτη,https://glt.goarch.org/texts/Pen/p37.html
ΠΕΝΤΗΚΟΣΤΑΡΙΟΝ,ΤΟΥ ΤΥΦΛΟΥ,Τετάρτη,https://glt.goarch.org/texts/Pen/p38.html
ΠΕΝΤΗΚΟΣΤΑΡΙΟΝ,ΤΟΥ ΤΥΦΛΟΥ,Πέμπτη,https://glt.goarch.org/texts/Pen/p39.html
ΠΕΝΤΗΚΟΣΤΑΡΙΟΝ,ΤΟΥ ΤΥΦΛΟΥ,Παρασκευή,https://glt.goarch.org/texts/Pen/p40.html
ΠΕΝΤΗΚΟΣΤΑΡΙΟΝ,ΤΟΥ ΤΥΦΛΟΥ,Σάββατον,https://glt.goarch.org/texts/Pen/p41.html
ΠΕΝΤΗΚΟΣΤΑΡΙΟΝ,ΤΩΝ ΠΑΤΕΡΩΝ,Κυριακή,https://glt.goarch.org/texts/Pen/p42.html
ΠΕΝΤΗΚΟΣΤΑΡΙΟΝ,ΤΩΝ ΠΑΤΕΡΩΝ,Δευτέρα,https://glt.goarch.org/texts/Pen/p43.html
ΠΕΝΤΗΚΟΣΤΑΡΙΟΝ,ΤΩΝ ΠΑΤΕΡΩΝ,Τρίτη,https://glt.goarch.org/texts/Pen/p44.html
ΠΕΝΤΗΚΟΣΤΑΡΙΟΝ,ΤΩΝ ΠΑΤΕΡΩΝ,Τετάρτη,https://glt.goarch.org/texts/Pen/p45.html
ΠΕΝΤΗΚΟΣΤΑΡΙΟΝ,ΤΩΝ ΠΑΤΕΡΩΝ,Πέμπτη,https://glt.goarch.org/texts/Pen/p46.html
ΠΕΝΤΗΚΟΣΤΑΡΙΟΝ,ΤΩΝ ΠΑΤΕΡΩΝ,Παρασκευή,https://glt.goarch.org/texts/Pen/p47.html
ΠΕΝΤΗΚΟΣΤΑΡΙΟΝ,ΤΩΝ ΠΑΤΕΡΩΝ,Σάββατον,https://glt.goarch.org/texts/Pen/p48.html
ΠΕΝΤΗΚΟΣΤΑΡΙΟΝ,ΠΕΝΤΗΚΟΣΤΗΣ,Κυριακή,https://glt.goarch.org/texts/Pen/p49.html
ΠΕΝΤΗΚΟΣΤΑΡΙΟΝ,ΠΕΝΤΗΚΟΣΤΗΣ,Δευτέρα,https://glt.goarch.org/texts/Pen/p50.html
ΠΕΝΤΗΚΟΣΤΑΡΙΟΝ,ΠΕΝΤΗΚΟΣΤΗΣ,Τρίτη,https://glt.goarch.org/texts/Pen/p51.html
ΠΕΝΤΗΚΟΣΤΑΡΙΟΝ,ΠΕΝΤΗΚΟΣΤΗΣ,Τετάρτη,https://glt.goarch.org/texts/Pen/p52.html
ΠΕΝΤΗΚΟΣΤΑΡΙΟΝ,ΠΕΝΤΗΚΟΣΤΗΣ,Πέμπτη,https://glt.goarch.org/texts/Pen/p53.html
ΠΕΝΤΗΚΟΣΤΑΡΙΟΝ,ΠΕΝΤΗΚΟΣΤΗΣ,Παρασκευή,https://glt.goarch.org/texts/Pen/p54.html
ΠΕΝΤΗΚΟΣΤΑΡΙΟΝ,ΠΕΝΤΗΚΟΣΤΗΣ,Σάββατον,https://glt.goarch.org/texts/Pen/p55.html
ΠΕΝΤΗΚΟΣΤΑΡΙΟΝ,ΤΩΝ ΑΓΙΩΝ ΠΑΝΤΩΝ,Κυριακή,https://glt.goarch.org/texts/Pen/p56.html
ΩΡΟΛΟΓΙΟΝ,ΜΕΣΟΝΥΚΤΙΚΟΝ,Καθημερινά,https://glt.goarch.org/texts/Oro/Meso.html
ΩΡΟΛΟΓΙΟΝ,ΜΕΣΟΝΥΚΤΙΚΟΝ,Κυριακή,https://glt.goarch.org/texts/Oro/MesoSun.html
ΩΡΟΛΟΓΙΟΝ,ΜΕΣΟΝΥΚΤΙΚΟΝ,Σάββατον,https://glt.goarch.org/texts/Oro/MesoSat.html
ΩΡΟΛΟΓΙΟΝ,ΩΡΕΣ,Πρώτη,https://glt.goarch.org/texts/Oro/one.html
ΩΡΟΛΟΓΙΟΝ,ΩΡΕΣ,Τρίτη,https://glt.goarch.org/texts/Oro/three.html
ΩΡΟΛΟΓΙΟΝ,ΩΡΕΣ,Έκτη,https://glt.goarch.org/texts/Oro/six.html
ΩΡΟΛΟΓΙΟΝ,ΩΡΕΣ,Ενάτη,https://glt.goarch.org/texts/Oro/nine.html
ΩΡΟΛΟΓΙΟΝ,ΩΡΕΣ ΤΗΣ ΤΕΣΣΑΡΑΚΟΣΤΗΣ,Πρώτη,https://glt.goarch.org/texts/Oro/one40.html
ΩΡΟΛΟΓΙΟΝ,ΩΡΕΣ ΤΗΣ ΤΕΣΣΑΡΑΚΟΣΤΗΣ,Τρίτη,https://glt.goarch.org/texts/Oro/three40.html
ΩΡΟΛΟΓΙΟΝ,ΩΡΕΣ ΤΗΣ ΤΕΣΣΑΡΑΚΟΣΤΗΣ,Έκτη,https://glt.goarch.org/texts/Oro/six40.html
ΩΡΟΛΟΓΙΟΝ,ΩΡΕΣ ΤΗΣ ΤΕΣΣΑΡΑΚΟΣΤΗΣ,Ενάτη,https://glt.goarch.org/texts/Oro/nine40.html
ΩΡΟΛΟΓΙΟΝ,ΜΕΣΩΡΙΑ ΤΩΝ ΩΡΩΝ,Πρώτη,https://glt.goarch.org/texts/Oro/mesone.html
ΩΡΟΛΟΓΙΟΝ,ΜΕΣΩΡΙΑ ΤΩΝ ΩΡΩΝ,Τρίτη,https://glt.goarch.org/texts/Oro/mesthree.html
ΩΡΟΛΟΓΙΟΝ,ΜΕΣΩΡΙΑ ΤΩΝ ΩΡΩΝ,Έκτη,https://glt.goarch.org/texts/Oro/messix.html
ΩΡΟΛΟΓΙΟΝ,ΜΕΣΩΡΙΑ ΤΩΝ ΩΡΩΝ,Ενάτη,https://glt.goarch.org/texts/Oro/mesnine.html
ΩΡΟΛΟΓΙΟΝ,"ΕΣΠΕΡΙΝΟΣ, ΟΡΘΡΟΣ καὶ ΛΕΙΤΟΥΡΓΙΑ μαζή",Ἦχος α΄,https://glt.goarch.org/texts/Oro/Sun1.html
ΩΡΟΛΟΓΙΟΝ,"ΕΣΠΕΡΙΝΟΣ, ΟΡΘΡΟΣ καὶ ΛΕΙΤΟΥΡΓΙΑ μαζή",Ἦχος β΄,https://glt.goarch.org/texts/Oro/Sun2.html
ΩΡΟΛΟΓΙΟΝ,"ΕΣΠΕΡΙΝΟΣ, ΟΡΘΡΟΣ καὶ ΛΕΙΤΟΥΡΓΙΑ μαζή",Ἦχος γ΄,https://glt.goarch.org/texts/Oro/Sun3.html
ΩΡΟΛΟΓΙΟΝ,"ΕΣΠΕΡΙΝΟΣ, ΟΡΘΡΟΣ καὶ ΛΕΙΤΟΥΡΓΙΑ μαζή",Ἦχος δ΄,https://glt.goarch.org/texts/Oro/Sun4.html
ΩΡΟΛΟΓΙΟΝ,"ΕΣΠΕΡΙΝΟΣ, ΟΡΘΡΟΣ καὶ ΛΕΙΤΟΥΡΓΙΑ μαζή",Ἦχος πλ. α΄,https://glt.goarch.org/texts/Oro/Sun5.html
ΩΡΟΛΟΓΙΟΝ,"ΕΣΠΕΡΙΝΟΣ, ΟΡΘΡΟΣ καὶ ΛΕΙΤΟΥΡΓΙΑ μαζή",Ἦχος πλ. β΄,https://glt.goarch.org/texts/Oro/Sun6.html
ΩΡΟΛΟΓΙΟΝ,"ΕΣΠΕΡΙΝΟΣ, ΟΡΘΡΟΣ καὶ ΛΕΙΤΟΥΡΓΙΑ μαζή",Ἦχος βαρὺς,https://glt.goarch.org/texts/Oro/Sun7.html
ΩΡΟΛΟΓΙΟΝ,"ΕΣΠΕΡΙΝΟΣ, ΟΡΘΡΟΣ καὶ ΛΕΙΤΟΥΡΓΙΑ μαζή",Ἦχος πλ. δ΄,https://glt.goarch.org/texts/Oro/Sun8.html
ΩΡΟΛΟΓΙΟΝ,ΟΡΘΡΟΣ,Καθημερινά,https://glt.goarch.org/texts/Oro/Orthros.html
ΩΡΟΛΟΓΙΟΝ,ΟΡΘΡΟΣ,Κυριακή,https://glt.goarch.org/texts/Oro/OrthrosSun.html
ΩΡΟΛΟΓΙΟΝ,ΟΡΘΡΟΣ,Τεσσαρακοστή,https://glt.goarch.org/texts/Oro/Orthros40.html
ΩΡΟΛΟΓΙΟΝ,ΟΡΘΡΟΣ,ΤΥΠΙΚΩΝ,https://glt.goarch.org/texts/Oro/Typikon.html
ΩΡΟΛΟΓΙΟΝ,ΟΡΘΡΟΣ,ΑΚΟΛΟΥΘΙΑ ΤΗΣ ΘΕΙΑΣ ΜΕΤΑΛΗΨΕΩΣ,https://glt.goarch.org/texts/Oro/Communion.html
ΩΡΟΛΟΓΙΟΝ,ΟΡΘΡΟΣ,Χρυσοστόμου Καθ' ημέραν,https://glt.goarch.org/texts/Oro/Daily_Liturgy.html
ΩΡΟΛΟΓΙΟΝ,ΟΡΘΡΟΣ,Χρυσοστόμου Κυριακή,https://glt.goarch.org/texts/Oro/Sun_Liturgy.html
ΩΡΟΛΟΓΙΟΝ,ΟΡΘΡΟΣ,Χρυσοστόμου Κυριακή μετά Διακόνου,https://glt.goarch.org/texts/Oro/Lit_with_Deacon.html
ΩΡΟΛΟΓΙΟΝ,ΟΡΘΡΟΣ,Βασιλείου,https://glt.goarch.org/texts/Oro/Basil_Liturgy.html
ΩΡΟΛΟΓΙΟΝ,ΟΡΘΡΟΣ,Προηγιασμένη,https://glt.goarch.org/texts/Oro/Pro.html
ΩΡΟΛΟΓΙΟΝ,ΟΡΘΡΟΣ,Ιακώβου,https://glt.goarch.org/texts/Oro/StJames.html
ΩΡΟΛΟΓΙΟΝ,ΟΡΘΡΟΣ,ΕΥΧΑΡΙΣΤΙΑ ΜΕΤΑ ΤΗΝ ΘΕΙΑΝ ΜΕΤΑΛΗΨΙΝ,https://glt.goarch.org/texts/Oro/Thanks.html
ΩΡΟΛΟΓΙΟΝ,ΟΡΘΡΟΣ,Ακάθιστος Ύμνος 1-4,https://glt.goarch.org/texts/Oro/Akathist1to4.html
ΩΡΟΛΟΓΙΟΝ,ΟΡΘΡΟΣ,Ακάθιστος Ύμνος 5,https://glt.goarch.org/texts/Oro/Akathist5.html
ΩΡΟΛΟΓΙΟΝ,ΟΡΘΡΟΣ,Στάσεις,https://glt.goarch.org/texts/Oro/Staseis.html
ΩΡΟΛΟΓΙΟΝ,ΟΡΘΡΟΣ,Μικρή Παράκληση,https://glt.goarch.org/texts/Oro/paraklesis.html
ΩΡΟΛΟΓΙΟΝ,ΟΡΘΡΟΣ,Μεγάλη Παράκληση,https://glt.goarch.org/texts/Oro/paraklesis_Great.html
ΩΡΟΛΟΓΙΟΝ,ΟΡΘΡΟΣ,Μικρή Παράκληση μετά Ιερέως,https://glt.goarch.org/texts/Oro/paraklesis_priest.html
ΩΡΟΛΟΓΙΟΝ,ΟΡΘΡΟΣ,Μεγάλη Παράκληση μετά Ιερέως,https://glt.goarch.org/texts/Oro/paraklesis_Greatp.html
ΩΡΟΛΟΓΙΟΝ,ΛΕΙΤΟΥΡΓΙΕΣ,ΑΚΟΛΟΥΘΙΑ ΤΗΣ ΘΕΙΑΣ ΜΕΤΑΛΗΨΕΩΣ,https://glt.goarch.org/texts/Oro/Communion.html
ΩΡΟΛΟΓΙΟΝ,ΛΕΙΤΟΥΡΓΙΕΣ,Χρυσοστόμου Καθ' ημέραν,https://glt.goarch.org/texts/Oro/Daily_Liturgy.html
ΩΡΟΛΟΓΙΟΝ,ΛΕΙΤΟΥΡΓΙΕΣ,Χρυσοστόμου Κυριακή,https://glt.goarch.org/texts/Oro/Sun_Liturgy.html
ΩΡΟΛΟΓΙΟΝ,ΛΕΙΤΟΥΡΓΙΕΣ,Χρυσοστόμου Κυριακή μετά Διακόνου,https://glt.goarch.org/texts/Oro/Lit_with_Deacon.html
ΩΡΟΛΟΓΙΟΝ,ΛΕΙΤΟΥΡΓΙΕΣ,Βασιλείου,https://glt.goarch.org/texts/Oro/Basil_Liturgy.html
ΩΡΟΛΟΓΙΟΝ,ΛΕΙΤΟΥΡΓΙΕΣ,Προηγιασμένη,https://glt.goarch.org/texts/Oro/Pro.html
ΩΡΟΛΟΓΙΟΝ,ΛΕΙΤΟΥΡΓΙΕΣ,Ιακώβου,https://glt.goarch.org/texts/Oro/StJames.html
ΩΡΟΛΟΓΙΟΝ,ΛΕΙΤΟΥΡΓΙΕΣ,ΕΥΧΑΡΙΣΤΙΑ ΜΕΤΑ ΤΗΝ ΘΕΙΑΝ ΜΕΤΑΛΗΨΙΝ,https://glt.goarch.org/texts/Oro/Thanks.html
ΩΡΟΛΟΓΙΟΝ,ΤΑ ΛΟΙΠΑ,Ακάθιστος Ύμνος 1-4,https://glt.goarch.org/texts/Oro/Akathist1to4.html
ΩΡΟΛΟΓΙΟΝ,ΤΑ ΛΟΙΠΑ,Ακάθιστος Ύμνος 5,https://glt.goarch.org/texts/Oro/Akathist5.html
ΩΡΟΛΟΓΙΟΝ,ΤΑ ΛΟΙΠΑ,Στάσεις,https://glt.goarch.org/texts/Oro/Staseis.html
ΩΡΟΛΟΓΙΟΝ,ΤΑ ΛΟΙΠΑ,Μικρή Παράκληση,https://glt.goarch.org/texts/Oro/paraklesis.html
ΩΡΟΛΟΓΙΟΝ,ΤΑ ΛΟΙΠΑ,Μεγάλη Παράκληση,https://glt.goarch.org/texts/Oro/paraklesis_Great.html
ΩΡΟΛΟΓΙΟΝ,ΤΑ ΛΟΙΠΑ,Μικρή Παράκληση μετά Ιερέως,https://glt.goarch.org/texts/Oro/paraklesis_priest.html
ΩΡΟΛΟΓΙΟΝ,ΤΑ ΛΟΙΠΑ,Μεγάλη Παράκληση μετά Ιερέως,https://glt.goarch.org/texts/Oro/paraklesis_Greatp.html
ΕΥΧΟΛΟΓΙΟΝ,,Μικρός Αγιασμός,https://glt.goarch.org/texts/Euch/Agiasmos.html
ΕΥΧΟΛΟΓΙΟΝ,,Βάπτιση,https://glt.goarch.org/texts/Euch/Baptism.html
ΕΥΧΟΛΟΓΙΟΝ,,Γάμος,https://glt.goarch.org/texts/Euch/Wedding.html
ΕΥΧΟΛΟΓΙΟΝ,,Ευχέλαιον,https://glt.goarch.org/texts/Euch/Uncion.html
ΕΥΧΟΛΟΓΙΟΝ,,Τρισάγιον,https://glt.goarch.org/texts/Euch/Trisagion.html
ΕΥΧΟΛΟΓΙΟΝ,,Κηδεία στα ελληνικά,https://glt.goarch.org/texts/Euch/Funeral.html
ΕΥΧΟΛΟΓΙΟΝ,,Κηδεία,https://glt.goarch.org/texts/Euch/Funeral.rtf
